Economic_Indicator,PCE_RMSE,PCEDG_RMSE,PCES_RMSE,PCEF_RMSE,PCE_R-Squared,PCEDG_R-Squared,PCES_R-Squared,PCEF_R-Squared,PCE_MAE,PCEDG_MAE,PCES_MAE,PCEF_MAE
GDP Growth,1147.8832947333003,73.30821498800465,968.2926131373268,44.84209993922398,0.050074829,0.002172648,0.048034415,0.063516863,1022.105984166508,64.43733671710397,875.5105934,38.985774351443965
CCI,1099.3097427480925,63.83854932100455,934.0998210618712,43.019656458951154,0.12876747828029644,0.24331324210341043,0.11407983168774638,0.1380899340995364,937.8700384449461,50.523633448248106,794.4442417208476,35.75723854743176
